-1.000000 0.000000
-0.980000 0.000000
-0.960000 0.000000
-0.940000 0.000000
-0.920000 0.000000
-0.900000 0.000000
-0.880000 0.000000
-0.860000 0.000000
-0.840000 0.000000
-0.820000 0.000000
-0.800000 0.000000
-0.780000 0.000000
-0.760000 0.000000
-0.740000 0.000000
-0.720000 0.000000
-0.700000 0.000000
-0.680000 0.000000
-0.660000 0.000000
-0.640000 0.000000
-0.620000 0.000000
-0.600000 0.000000
-0.580000 0.000000
-0.560000 0.000000
-0.540000 0.000000
-0.520000 0.000001
-0.500000 0.000004
-0.480000 0.000010
-0.460000 0.000025
-0.440000 0.000063
-0.420000 0.000148
-0.400000 0.000335
-0.380000 0.000732
-0.360000 0.001534
-0.340000 0.003089
-0.320000 0.005976
-0.300000 0.011109
-0.280000 0.019841
-0.260000 0.034047
-0.240000 0.056135
-0.220000 0.088922
-0.200000 0.135335
-0.180000 0.197899
-0.160000 0.278037
-0.140000 0.375311
-0.120000 0.486752
-0.100000 0.606531
-0.080000 0.726149
-0.060000 0.835270
-0.040000 0.923116
-0.020000 0.980199
0.000000 1.000000
0.020000 0.980199
0.040000 0.923116
0.060000 0.835270
0.080000 0.726149
0.100000 0.606531
0.120000 0.486752
0.140000 0.375311
0.160000 0.278037
0.180000 0.197899
0.200000 0.135335
0.220000 0.088922
0.240000 0.056135
0.260000 0.034047
0.280000 0.019841
0.300000 0.011109
0.320000 0.005976
0.340000 0.003089
0.360000 0.001534
0.380000 0.000732
0.400000 0.000335
0.420000 0.000148
0.440000 0.000063
0.460000 0.000025
0.480000 0.000010
0.500000 0.000004
0.520000 0.000001
0.540000 0.000000
0.560000 0.000000
0.580000 0.000000
0.600000 0.000000
0.620000 0.000000
0.640000 0.000000
0.660000 0.000000
0.680000 0.000000
0.700000 0.000000
0.720000 0.000000
0.740000 0.000000
0.760000 0.000000
0.780000 0.000000
0.800000 0.000000
0.820000 0.000000
0.840000 0.000000
0.860000 0.000000
0.880000 0.000000
0.900000 0.000000
0.920000 0.000000
0.940000 0.000000
0.960000 0.000000
0.980000 0.000000
1.000000 0.000000

